MB,MF,SMF,MFonMB,Subj,Choice
-3.0527,2.9364,3.0415,-2.9999,73,1
-3.0527,2.9364,3.0415,-2.9999,73,0
0.94733,-3.0636,1.0415,1.0001,73,0
-3.0527,-1.0636,-2.9585,-2.9999,74,0
-4.0527,-4.0636,-3.9585,-3.9999,74,0
-2.0527,-2.0636,-1.9585,-1.9999,74,1
-3.0527,2.9364,-2.9585,-2.9999,74,0
-0.052669,-2.0636,-0.95852,0.00014351,74,0
2.9473,2.9364,3.0415,3.0001,74,0
1.9473,-1.0636,-3.9585,2.0001,74,0
-1.0527,2.9364,3.0415,-0.99986,74,0
-0.052669,-0.063576,0.041475,0.00014351,74,1
-0.052669,-0.063576,0.041475,0.00014351,74,1
-4.0527,3.9364,-3.9585,-3.9999,74,0
1.9473,1.9364,2.0415,2.0001,74,0
-5.0527,3.9364,0.041475,-4.9999,74,1
4.9473,0.93642,-1.9585,5.0001,74,0
-1.0527,5.9364,6.0415,-0.99986,74,1
4.9473,-1.0636,-0.95852,-0.99986,74,0
-0.052669,-5.0636,-4.9585,0.00014351,74,1
0.94733,-0.063576,1.0415,1.0001,74,0
3.9473,4.9364,4.0415,4.0001,74,1
0.94733,-5.0636,-0.95852,1.0001,74,1
0.94733,-1.0636,-0.95852,-0.99986,74,1
-0.052669,-0.063576,0.041475,0.00014351,74,1
-1.0527,-1.0636,-0.95852,-0.99986,74,1
1.9473,-1.0636,-0.95852,1.0001,74,1
-5.0527,-1.0636,-4.9585,-4.9999,74,1
2.9473,2.9364,3.0415,3.0001,74,0
0.94733,1.9364,1.0415,1.0001,74,0
1.9473,1.9364,2.0415,2.0001,74,0
-2.0527,-2.0636,-1.9585,-1.9999,74,1
3.9473,-1.0636,-0.95852,4.0001,74,0
4.9473,4.9364,5.0415,5.0001,74,1
-3.0527,4.9364,-2.9585,-2.9999,74,1
3.9473,3.9364,4.0415,4.0001,74,1
-4.0527,-5.0636,0.041475,-3.9999,74,0
4.9473,-5.0636,5.0415,5.0001,74,1
4.9473,4.9364,6.0415,5.0001,74,0
-5.0527,-5.0636,-4.9585,-4.9999,74,1
3.9473,3.9364,4.0415,4.0001,74,0
0.94733,-3.0636,-1.9585,2.0001,74,1
-1.0527,-1.0636,-0.95852,-0.99986,74,0
-2.0527,-2.0636,-1.9585,-1.9999,74,1
2.9473,4.9364,5.0415,3.0001,74,1
-6.0527,-6.0636,-5.9585,-5.9999,74,1
1.9473,1.9364,2.0415,2.0001,74,1
1.9473,1.9364,2.0415,2.0001,74,0
-2.0527,-6.0636,-4.9585,-1.9999,74,1
-3.0527,-3.0636,-2.9585,-2.9999,74,0
4.9473,-3.0636,-4.9585,5.0001,74,1
2.9473,1.9364,3.0415,3.0001,74,1
-2.0527,-2.0636,-2.9585,-2.9999,74,0
2.9473,1.9364,2.0415,2.0001,74,0
-1.0527,-1.0636,-0.95852,-0.99986,74,0
-1.0527,1.9364,2.0415,-0.99986,74,1
0.94733,-1.0636,-0.95852,-0.99986,74,1
1.9473,5.9364,-5.9585,2.0001,74,1
-1.0527,1.9364,-1.9585,-0.99986,74,1
-5.0527,-5.0636,-4.9585,-4.9999,74,1
0.94733,0.93642,1.0415,1.0001,74,1
-4.0527,-0.063576,-3.9585,-3.9999,74,0
2.9473,2.9364,3.0415,3.0001,74,1
-0.052669,-0.063576,0.041475,0.00014351,74,1
-0.052669,-3.0636,0.041475,0.00014351,74,1
-3.0527,-4.0636,-3.9585,-2.9999,74,1
-0.052669,2.9364,0.041475,0.00014351,74,0
0.94733,3.9364,4.0415,-3.9999,74,0
0.94733,3.9364,4.0415,1.0001,74,1
0.94733,0.93642,0.041475,1.0001,74,1
-1.0527,0.93642,-1.9585,2.0001,74,1
-0.052669,-0.063576,0.041475,0.00014351,74,1
1.9473,1.9364,2.0415,2.0001,74,1
-4.0527,-4.0636,-3.9585,-3.9999,74,1
3.9473,2.9364,4.0415,4.0001,74,0
2.9473,0.93642,3.0415,0.00014351,74,0
0.94733,2.9364,3.0415,1.0001,74,0
-1.0527,2.9364,-0.95852,-0.99986,74,0
-3.0527,1.9364,-2.9585,-2.9999,74,1
3.9473,0.93642,4.0415,-0.99986,74,1
1.9473,1.9364,2.0415,2.0001,74,0
0.94733,0.93642,1.0415,1.0001,74,1
0.94733,-1.0636,-0.95852,-0.99986,74,1
0.94733,-1.0636,1.0415,1.0001,74,0
0.94733,0.93642,1.0415,1.0001,74,0
0.94733,-0.063576,2.0415,2.0001,74,0
-0.052669,-1.0636,1.0415,0.00014351,74,0
-2.0527,-1.0636,3.0415,-1.9999,74,0
-0.052669,-0.063576,0.041475,0.00014351,74,1
1.9473,-1.0636,2.0415,2.0001,74,1
1.9473,0.93642,2.0415,-1.9999,74,0
-0.052669,1.9364,1.0415,-0.99986,74,1
-1.0527,1.9364,1.0415,-0.99986,74,1
1.9473,-2.0636,-1.9585,2.0001,74,1
-2.0527,-0.063576,-1.9585,-1.9999,74,0
-3.0527,-2.0636,-1.9585,-2.9999,74,1
1.9473,0.93642,2.0415,0.00014351,74,0
-3.0527,1.9364,2.0415,2.0001,74,0
-3.0527,1.9364,2.0415,-2.9999,74,0
-4.0527,2.9364,1.0415,-3.9999,74,0
5.9473,2.9364,4.0415,6.0001,74,1
6.9473,6.9364,7.0415,7.0001,74,1
3.9473,-3.0636,-0.95852,4.0001,74,0
2.9473,-4.0636,3.0415,3.0001,74,1
3.9473,5.9364,6.0415,4.0001,74,1
-7.0527,-7.0636,-6.9585,-6.9999,74,0
-3.0527,3.9364,-2.9585,-2.9999,74,0
-3.0527,-8.0636,2.0415,2.0001,74,0
-2.0527,-2.0636,-1.9585,-1.9999,74,1
7.9473,2.9364,-3.9585,8.0001,74,0
-0.052669,-0.063576,0.041475,0.00014351,74,1
5.9473,-1.0636,6.0415,6.0001,74,1
5.9473,0.93642,1.0415,1.0001,74,0
-1.0527,0.93642,-0.95852,-0.99986,74,1
5.9473,-1.0636,1.0415,6.0001,74,1
6.9473,5.9364,6.0415,6.0001,74,0
5.9473,-7.0636,-6.9585,6.0001,74,0
0.94733,-2.0636,-7.9585,7.0001,74,0
0.94733,4.9364,0.041475,1.0001,74,0
-1.0527,-1.0636,-0.95852,-0.99986,74,1
4.9473,-2.0636,5.0415,5.0001,74,0
-2.0527,8.9364,2.0415,-1.9999,74,0
0.94733,6.9364,1.0415,-1.9999,74,0
-9.0527,1.9364,-8.9585,-8.9999,74,0
2.9473,0.93642,6.0415,4.0001,74,0
-2.0527,3.9364,2.0415,2.0001,74,1
-2.0527,2.9364,-1.9585,1.0001,74,0
-2.0527,-1.0636,-0.95852,-0.99986,74,0
-2.0527,-2.0636,-1.9585,-1.9999,74,1
3.9473,3.9364,4.0415,4.0001,74,1
3.9473,3.9364,4.0415,4.0001,74,1
-8.0527,7.9364,8.0415,8.0001,74,0
-1.0527,6.9364,-0.95852,-0.99986,74,0
-2.0527,7.9364,1.0415,2.0001,74,0
-2.0527,-2.0636,-1.9585,-1.9999,74,0
-3.0527,1.9364,2.0415,-2.9999,74,0
6.9473,-3.0636,7.0415,7.0001,74,1
4.9473,4.9364,5.0415,5.0001,74,0
-3.0527,5.9364,-2.9585,-2.9999,74,1
-6.0527,3.9364,-5.9585,-5.9999,74,0
4.9473,-3.0636,8.0415,5.0001,74,1
-5.0527,-5.0636,-4.9585,-4.9999,74,1
3.9473,2.9364,4.0415,-3.9999,74,0
4.9473,5.9364,6.0415,6.0001,74,1
-4.0527,-4.0636,-3.9585,-3.9999,74,0
3.9473,5.9364,6.0415,4.0001,74,1
-7.0527,-7.0636,-6.9585,-6.9999,74,0
3.9473,1.9364,-3.9585,4.0001,74,0
-3.0527,-3.0636,-2.9585,-2.9999,74,1
-4.0527,-2.0636,-3.9585,-3.9999,74,1
1.9473,1.9364,2.0415,2.0001,74,1
-7.0527,2.9364,-6.9585,1.0001,74,0
-3.0527,0.93642,-2.9585,-2.9999,74,0
0.94733,3.9364,2.0415,2.0001,74,0
-2.0527,-2.0636,-1.9585,-1.9999,74,0
0.94733,-1.0636,1.0415,1.0001,74,0
-0.052669,0.93642,1.0415,0.00014351,74,1
-0.052669,-0.063576,0.041475,0.00014351,74,1
2.9473,-4.0636,4.0415,3.0001,74,1
-1.0527,2.9364,-3.9585,-0.99986,74,1
-1.0527,-1.0636,-3.9585,-0.99986,74,1
-2.0527,-2.0636,-1.9585,-1.9999,74,1
0.94733,0.93642,1.0415,1.0001,74,0
-2.0527,-2.0636,-1.9585,-1.9999,74,0
-1.0527,-1.0636,-0.95852,-0.99986,74,0
3.9473,-2.0636,4.0415,4.0001,74,1
-2.0527,1.9364,-1.9585,-1.9999,74,1
-1.0527,-1.0636,-0.95852,-0.99986,74,1
1.9473,-0.063576,2.0415,2.0001,74,0
-1.0527,1.9364,1.0415,-0.99986,74,1
3.9473,0.93642,2.0415,-1.9999,74,0
-2.0527,-0.063576,2.0415,-1.9999,74,0
0.94733,-1.0636,-0.95852,-0.99986,74,1
-2.0527,-4.0636,-3.9585,-1.9999,74,0
-3.0527,2.9364,3.0415,-2.9999,74,1
-3.0527,2.9364,3.0415,-2.9999,74,1
-3.0527,2.9364,3.0415,-2.9999,74,1
0.94733,-2.0636,1.0415,1.0001,74,0
0.94733,-3.0636,-2.9585,1.0001,78,1
0.94733,2.9364,-0.95852,1.0001,78,0
-3.0527,-3.0636,0.041475,-2.9999,78,0
-3.0527,-3.0636,-2.9585,-2.9999,78,0
-2.0527,-2.0636,3.0415,2.0001,78,0
-2.0527,-0.063576,0.041475,3.0001,78,0
1.9473,-1.0636,-0.95852,2.0001,78,0
-1.0527,2.9364,3.0415,-0.99986,78,0
-0.052669,-0.063576,0.041475,0.00014351,78,0
0.94733,-1.0636,-0.95852,1.0001,78,0
-4.0527,1.9364,-3.9585,-3.9999,78,1
1.9473,0.93642,1.0415,2.0001,78,1
-4.0527,1.9364,1.0415,1.0001,78,1
-1.0527,-2.0636,-1.9585,4.0001,78,0
-1.0527,5.9364,6.0415,-0.99986,78,1
4.9473,-1.0636,-0.95852,-0.99986,78,0
-0.052669,1.9364,-3.9585,0.00014351,78,0
-2.0527,-0.063576,-1.9585,-1.9999,78,0
1.9473,4.9364,2.0415,2.0001,78,1
0.94733,-6.0636,-1.9585,1.0001,78,1
0.94733,-1.0636,-0.95852,-0.99986,78,1
-0.052669,-0.063576,0.041475,0.00014351,78,1
-1.0527,-6.0636,2.0415,-0.99986,78,0
1.9473,1.9364,2.0415,2.0001,78,1
-6.0527,1.9364,-5.9585,-5.9999,78,0
2.9473,2.9364,3.0415,3.0001,78,0
-0.052669,-1.0636,5.0415,0.00014351,78,0
1.9473,1.9364,2.0415,2.0001,78,0
-2.0527,-2.0636,-1.9585,-1.9999,78,1
3.9473,-6.0636,2.0415,4.0001,78,1
3.9473,-4.0636,-3.9585,4.0001,78,1
-3.0527,-3.0636,-2.9585,-2.9999,78,0
2.9473,-4.0636,3.0415,3.0001,78,1
-6.0527,-6.0636,-5.9585,-5.9999,78,1
4.9473,7.9364,-3.9585,5.0001,78,0
3.9473,3.9364,4.0415,4.0001,78,1
-5.0527,3.9364,-5.9585,-4.9999,78,0
3.9473,7.9364,8.0415,4.0001,78,0
0.94733,-3.0636,1.0415,1.0001,78,0
-1.0527,2.9364,-3.9585,-0.99986,78,1
-6.0527,-6.0636,-5.9585,-5.9999,78,1
2.9473,0.93642,5.0415,3.0001,78,1
-6.0527,-6.0636,-5.9585,-5.9999,78,0
3.9473,3.9364,4.0415,4.0001,78,0
1.9473,1.9364,2.0415,2.0001,78,1
-2.0527,-2.0636,-3.9585,-1.9999,78,0
-3.0527,-3.0636,-2.9585,-2.9999,78,0
3.9473,-3.0636,-1.9585,-1.9999,78,0
2.9473,-6.0636,4.0415,3.0001,78,1
-2.0527,1.9364,-2.9585,-2.9999,78,0
2.9473,1.9364,2.0415,2.0001,78,1
-1.0527,-1.0636,-0.95852,-0.99986,78,0
-1.0527,0.93642,1.0415,-0.99986,78,0
2.9473,0.93642,1.0415,1.0001,78,1
1.9473,5.9364,2.0415,2.0001,78,0
-0.052669,-0.063576,0.041475,0.00014351,78,0
1.9473,1.9364,2.0415,2.0001,78,0
-0.052669,-0.063576,0.041475,0.00014351,78,1
-2.0527,-0.063576,-5.9585,-5.9999,78,0
2.9473,2.9364,3.0415,3.0001,78,1
-0.052669,-0.063576,0.041475,0.00014351,78,0
-0.052669,-0.063576,0.041475,0.00014351,78,0
-3.0527,5.9364,-5.9585,0.00014351,78,1
-0.052669,-0.063576,0.041475,0.00014351,78,0
2.9473,-3.0636,-2.9585,3.0001,78,0
0.94733,-0.063576,0.041475,1.0001,78,0
1.9473,1.9364,2.0415,2.0001,78,0
-1.0527,0.93642,-0.95852,-0.99986,78,0
-4.0527,-1.0636,1.0415,4.0001,78,1
2.9473,2.9364,3.0415,3.0001,78,0
-4.0527,1.9364,-3.9585,-3.9999,78,0
1.9473,-3.0636,2.0415,2.0001,78,0
2.9473,0.93642,3.0415,3.0001,78,0
0.94733,-4.0636,-3.9585,1.0001,78,1
-1.0527,-3.0636,6.0415,-0.99986,78,0
-3.0527,1.9364,-2.9585,-2.9999,78,0
1.9473,-3.0636,1.0415,-0.99986,78,0
1.9473,-3.0636,1.0415,2.0001,78,0
-3.0527,-2.0636,-1.9585,-1.9999,78,0
1.9473,0.93642,-2.9585,-2.9999,78,0
0.94733,0.93642,1.0415,1.0001,78,0
0.94733,0.93642,1.0415,1.0001,78,0
0.94733,-0.063576,1.0415,1.0001,78,0
-0.052669,-3.0636,-2.9585,0.00014351,78,0
-2.0527,-2.0636,-1.9585,-1.9999,78,0
-0.052669,-0.063576,0.041475,0.00014351,78,1
1.9473,-1.0636,3.0415,2.0001,78,0
1.9473,0.93642,2.0415,2.0001,78,0
-0.052669,1.9364,1.0415,-0.99986,78,0
-1.0527,-1.0636,-0.95852,-0.99986,78,0
1.9473,1.9364,2.0415,2.0001,78,0
-1.0527,-3.0636,-2.9585,-0.99986,78,0
-3.0527,2.9364,-0.95852,-2.9999,78,0
2.9473,-2.0636,2.0415,3.0001,78,0
-4.0527,-3.0636,-2.9585,-3.9999,78,0
-3.0527,-4.0636,-3.9585,-2.9999,78,0
-4.0527,2.9364,-2.9585,-3.9999,78,1
3.9473,2.9364,4.0415,4.0001,78,0
4.9473,4.9364,5.0415,5.0001,78,1
3.9473,3.9364,4.0415,5.0001,78,0
2.9473,-4.0636,3.0415,3.0001,78,1
3.9473,4.9364,5.0415,4.0001,78,0
-3.0527,-3.0636,-2.9585,-2.9999,78,0
-2.0527,-1.0636,-0.95852,-1.9999,78,0
-3.0527,-1.0636,-0.95852,4.0001,78,0
-1.0527,3.9364,-2.9585,-1.9999,78,0
-2.0527,-8.0636,-0.95852,-0.99986,78,0
-2.0527,-2.0636,-1.9585,-1.9999,78,0
7.9473,1.9364,4.0415,8.0001,78,0
-2.0527,-2.0636,-1.9585,-1.9999,78,0
5.9473,5.9364,6.0415,6.0001,78,1
5.9473,0.93642,1.0415,1.0001,78,1
-1.0527,-6.0636,2.0415,-0.99986,78,0
5.9473,-2.0636,-5.9585,-5.9999,78,0
6.9473,6.9364,7.0415,7.0001,78,0
5.9473,-6.0636,-5.9585,6.0001,78,0
0.94733,-1.0636,-7.9585,6.0001,78,1
0.94733,-2.0636,1.0415,1.0001,78,0
-1.0527,-1.0636,-0.95852,-0.99986,78,1
-2.0527,-2.0636,-1.9585,-1.9999,78,0
-2.0527,5.9364,-1.9585,-1.9999,78,0
-8.0527,-6.0636,-5.9585,6.0001,78,1
3.9473,0.93642,-1.9585,4.0001,78,0
-1.0527,3.9364,1.0415,1.0001,78,0
-2.0527,-2.0636,-0.95852,-1.9999,78,0
-2.0527,-2.0636,-1.9585,-1.9999,78,0
3.9473,-2.0636,4.0415,4.0001,78,0
3.9473,3.9364,4.0415,4.0001,78,0
-9.0527,-9.0636,-8.9585,-8.9999,78,0
-2.0527,6.9364,-1.9585,-1.9999,78,1
-2.0527,4.9364,-1.9585,-1.9999,78,1
-2.0527,-2.0636,-1.9585,-1.9999,78,0
-3.0527,-2.0636,-1.9585,-2.9999,78,0
6.9473,-3.0636,7.0415,7.0001,78,0
4.9473,-2.0636,4.0415,5.0001,78,0
-3.0527,4.9364,-2.9585,-2.9999,78,0
-7.0527,-2.0636,-6.9585,-6.9999,78,0
4.9473,-3.0636,5.0415,5.0001,78,0
-6.0527,-5.0636,-4.9585,-5.9999,78,0
3.9473,3.9364,4.0415,4.0001,78,1
5.9473,5.9364,6.0415,6.0001,78,1
-4.0527,-4.0636,-3.9585,-3.9999,78,0
3.9473,5.9364,6.0415,4.0001,78,1
-7.0527,-7.0636,-6.9585,-6.9999,78,0
1.9473,1.9364,-1.9585,2.0001,78,1
-3.0527,-2.0636,-2.9585,-2.9999,78,0
-1.0527,-3.0636,-2.9585,-0.99986,78,0
1.9473,1.9364,2.0415,2.0001,78,1
-7.0527,2.9364,-6.9585,1.0001,78,0
-2.0527,0.93642,-0.95852,-1.9999,78,1
0.94733,1.9364,2.0415,2.0001,78,1
-2.0527,3.9364,4.0415,4.0001,78,1
0.94733,-3.0636,1.0415,1.0001,78,0
-0.052669,-6.0636,-5.9585,0.00014351,78,0
-1.0527,-0.063576,0.041475,-0.99986,78,0
2.9473,-1.0636,-1.9585,3.0001,78,1
-6.0527,2.9364,-5.9585,-5.9999,78,0
-3.0527,-0.063576,-1.9585,-2.9999,78,0
-0.052669,2.9364,0.041475,0.00014351,78,0
-1.0527,-1.0636,-0.95852,-0.99986,78,0
-2.0527,-2.0636,-1.9585,-1.9999,78,0
-1.0527,-1.0636,-0.95852,-0.99986,78,1
2.9473,-0.063576,3.0415,3.0001,78,0
-0.052669,-0.063576,0.041475,0.00014351,78,0
-2.0527,-3.0636,2.0415,-1.9999,78,0
4.9473,-0.063576,3.0415,5.0001,78,0
2.9473,1.9364,3.0415,3.0001,78,0
4.9473,1.9364,2.0415,-1.9999,78,0
-2.0527,-2.0636,-1.9585,-1.9999,78,0
3.9473,-2.0636,0.041475,4.0001,78,0
-2.0527,-4.0636,-3.9585,-1.9999,78,1
-2.0527,-2.0636,-1.9585,-1.9999,78,0
-3.0527,-3.0636,-2.9585,-2.9999,78,0
-3.0527,-3.0636,-2.9585,-2.9999,78,1
3.9473,-2.0636,4.0415,0.00014351,78,0
0.94733,-3.0636,-3.9585,1.0001,80,0
-4.0527,-4.0636,-3.9585,-3.9999,80,0
2.9473,-2.0636,4.0415,-2.9999,80,1
3.9473,2.9364,4.0415,4.0001,80,1
1.9473,-3.0636,-0.95852,2.0001,80,1
-2.0527,1.9364,2.0415,-1.9999,80,0
-3.0527,-3.0636,-2.9585,-2.9999,80,0
-0.052669,-0.063576,0.041475,0.00014351,80,1
-0.052669,-0.063576,0.041475,0.00014351,80,0
3.9473,3.9364,4.0415,4.0001,80,1
2.9473,2.9364,3.0415,3.0001,80,0
1.9473,-0.063576,0.041475,2.0001,80,0
-5.0527,2.9364,-2.9585,-4.9999,80,1
4.9473,0.93642,-2.9585,5.0001,80,1
5.9473,5.9364,6.0415,6.0001,80,0
-0.052669,3.9364,4.0415,0.00014351,80,1
-5.0527,-0.063576,0.041475,-4.9999,80,1
0.94733,4.9364,1.0415,1.0001,80,0
2.9473,-5.0636,3.0415,3.0001,80,1
0.94733,4.9364,2.0415,1.0001,80,0
-0.052669,-0.063576,0.041475,0.00014351,80,1
-0.052669,-0.063576,0.041475,0.00014351,80,1
-1.0527,-0.063576,0.041475,0.00014351,80,0
1.9473,1.9364,2.0415,2.0001,80,0
-5.0527,1.9364,5.0415,-4.9999,80,1
-2.0527,-1.0636,-0.95852,2.0001,80,0
0.94733,-1.0636,1.0415,1.0001,80,0
1.9473,1.9364,2.0415,2.0001,80,1
-2.0527,-2.0636,-1.9585,-1.9999,80,0
3.9473,-7.0636,2.0415,4.0001,80,1
3.9473,-7.0636,-3.9585,4.0001,80,1
-7.0527,-7.0636,-6.9585,-6.9999,80,1
3.9473,3.9364,4.0415,4.0001,80,1
-4.0527,-5.0636,-6.9585,-3.9999,80,0
4.9473,-5.0636,-3.9585,5.0001,80,0
4.9473,4.9364,6.0415,5.0001,80,1
-5.0527,3.9364,-4.9585,-4.9999,80,0
7.9473,7.9364,8.0415,8.0001,80,1
0.94733,-5.0636,-2.9585,3.0001,80,0
3.9473,0.93642,5.0415,4.0001,80,0
3.9473,5.9364,4.0415,4.0001,80,1
0.94733,-4.0636,4.0415,1.0001,80,0
2.9473,2.9364,3.0415,3.0001,80,1
-2.0527,-2.0636,6.0415,-1.9999,80,1
-3.0527,-2.0636,-2.9585,-1.9999,80,0
3.9473,-3.0636,-1.9585,-1.9999,80,0
2.9473,2.9364,3.0415,3.0001,80,1
-2.0527,1.9364,-2.9585,-2.9999,80,0
2.9473,1.9364,2.0415,2.0001,80,1
-1.0527,-1.0636,-0.95852,-0.99986,80,0
-1.0527,0.93642,1.0415,-0.99986,80,1
-2.0527,-1.0636,-5.9585,-5.9999,80,1
0.94733,-6.0636,-0.95852,-0.99986,80,1
-6.0527,5.9364,-5.9585,-5.9999,80,0
-6.0527,5.9364,-5.9585,-5.9999,80,0
-1.0527,2.9364,-1.9585,-0.99986,80,0
1.9473,1.9364,2.0415,2.0001,80,0
-0.052669,-0.063576,0.041475,0.00014351,80,1
-3.0527,-0.063576,-5.9585,-2.9999,80,0
2.9473,2.9364,3.0415,3.0001,80,1
-0.052669,-0.063576,0.041475,0.00014351,80,1
-0.052669,-3.0636,0.041475,0.00014351,80,0
-3.0527,-3.0636,-2.9585,-2.9999,80,0
-0.052669,-0.063576,0.041475,0.00014351,80,1
0.94733,1.9364,3.0415,3.0001,80,0
0.94733,0.93642,1.0415,1.0001,80,1
0.94733,0.93642,1.0415,1.0001,80,1
-0.052669,0.93642,1.0415,1.0001,80,0
-4.0527,3.9364,-5.9585,4.0001,80,0
1.9473,1.9364,2.0415,2.0001,80,1
-2.0527,3.9364,-2.9585,-1.9999,80,0
3.9473,-3.0636,4.0415,4.0001,80,1
2.9473,2.9364,3.0415,3.0001,80,1
-4.0527,1.9364,-1.9585,-1.9999,80,0
1.9473,1.9364,2.0415,2.0001,80,1
-3.0527,-3.0636,-2.9585,-2.9999,80,1
0.94733,0.93642,1.0415,1.0001,80,1
1.9473,1.9364,2.0415,2.0001,80,1
0.94733,-2.0636,1.0415,1.0001,80,1
0.94733,-1.0636,-0.95852,-0.99986,80,1
0.94733,-1.0636,4.0415,1.0001,80,0
0.94733,0.93642,1.0415,1.0001,80,0
0.94733,-0.063576,1.0415,1.0001,80,1
-0.052669,-1.0636,1.0415,0.00014351,80,0
-2.0527,-1.0636,-2.9585,-1.9999,80,1
-1.0527,-1.0636,-0.95852,-0.99986,80,0
0.94733,-0.063576,0.041475,0.00014351,80,1
1.9473,0.93642,1.0415,-1.9999,80,0
-1.0527,1.9364,1.0415,-0.99986,80,0
-1.0527,-1.0636,-0.95852,-0.99986,80,0
1.9473,-2.0636,-1.9585,2.0001,80,1
-1.0527,-0.063576,-2.9585,-2.9999,80,1
-1.0527,-1.0636,-0.95852,-0.99986,80,0
1.9473,-2.0636,2.0415,0.00014351,80,0
-4.0527,-1.0636,-0.95852,-3.9999,80,1
-1.0527,-1.0636,-0.95852,-0.99986,80,0
-4.0527,2.9364,-0.95852,-3.9999,80,1
3.9473,3.9364,4.0415,4.0001,80,0
4.9473,4.9364,5.0415,5.0001,80,0
3.9473,3.9364,4.0415,4.0001,80,1
2.9473,-0.063576,-0.95852,3.0001,80,1
3.9473,3.9364,4.0415,4.0001,80,1
-3.0527,-3.0636,-2.9585,-2.9999,80,1
0.94733,0.93642,1.0415,1.0001,80,1
-7.0527,1.9364,-6.9585,-6.9999,80,0
1.9473,1.9364,2.0415,2.0001,80,1
-2.0527,1.9364,2.0415,2.0001,80,1
-2.0527,-8.0636,3.0415,3.0001,80,0
7.9473,2.9364,4.0415,8.0001,80,1
-3.0527,-0.063576,3.0415,-2.9999,80,0
7.9473,-0.063576,0.041475,0.00014351,80,1
7.9473,0.93642,1.0415,1.0001,80,1
-1.0527,-6.0636,3.0415,-0.99986,80,1
5.9473,-1.0636,-5.9585,-5.9999,80,1
6.9473,2.9364,1.0415,1.0001,80,1
6.9473,-7.0636,-6.9585,-6.9999,80,1
-9.0527,-0.063576,0.041475,-8.9999,80,0
0.94733,-0.063576,1.0415,1.0001,80,0
-1.0527,-1.0636,-0.95852,-0.99986,80,0
-0.052669,0.93642,0.041475,0.00014351,80,1
-2.0527,1.9364,2.0415,-1.9999,80,1
-9.0527,0.93642,-8.9585,-8.9999,80,0
2.9473,-3.0636,-2.9585,-2.9999,80,1
-1.0527,8.9364,-0.95852,1.0001,80,0
-2.0527,-3.0636,1.0415,-1.9999,80,0
-2.0527,-2.0636,-1.9585,-1.9999,80,0
-3.0527,-2.0636,-2.9585,-2.9999,80,1
2.9473,-2.0636,4.0415,4.0001,80,1
-8.0527,7.9364,8.0415,8.0001,80,0
-2.0527,6.9364,-1.9585,-1.9999,80,0
-2.0527,7.9364,-1.9585,2.0001,80,0
-2.0527,-2.0636,-1.9585,-1.9999,80,0
-3.0527,1.9364,2.0415,-2.9999,80,0
6.9473,-3.0636,7.0415,7.0001,80,1
4.9473,4.9364,5.0415,5.0001,80,1
-3.0527,5.9364,-2.9585,-2.9999,80,0
-6.0527,-5.0636,-4.9585,-4.9999,80,0
4.9473,-3.0636,-4.9585,-4.9999,80,1
-5.0527,-3.0636,-4.9585,-4.9999,80,0
3.9473,3.9364,4.0415,4.0001,80,1
4.9473,-3.0636,-4.9585,5.0001,80,1
-4.0527,-4.0636,-3.9585,-3.9999,80,0
3.9473,-6.0636,-5.9585,4.0001,80,1
-7.0527,-7.0636,-6.9585,-6.9999,80,0
1.9473,1.9364,1.0415,1.0001,80,0
-3.0527,-3.0636,-2.9585,-2.9999,80,0
-1.0527,-2.0636,-2.9585,-0.99986,80,0
1.9473,1.9364,2.0415,2.0001,80,1
-7.0527,-7.0636,-6.9585,1.0001,80,0
-2.0527,0.93642,-0.95852,-1.9999,80,1
0.94733,2.9364,2.0415,2.0001,80,0
-2.0527,3.9364,4.0415,4.0001,80,1
0.94733,-3.0636,1.0415,1.0001,80,1
0.94733,0.93642,1.0415,1.0001,80,0
-1.0527,0.93642,1.0415,-0.99986,80,1
2.9473,-1.0636,3.0415,3.0001,80,0
-1.0527,0.93642,1.0415,-0.99986,80,0
-4.0527,-0.063576,-3.9585,-3.9999,80,0
-1.0527,-1.0636,-6.9585,-0.99986,80,0
-1.0527,-1.0636,-0.95852,-0.99986,80,0
-2.0527,-2.0636,-1.9585,-1.9999,80,0
-1.0527,-1.0636,-0.95852,-0.99986,80,0
3.9473,3.9364,4.0415,4.0001,80,1
-0.052669,1.9364,0.041475,0.00014351,80,0
-2.0527,-3.0636,2.0415,-1.9999,80,0
1.9473,1.9364,2.0415,2.0001,80,1
2.9473,2.9364,3.0415,3.0001,80,0
3.9473,3.9364,4.0415,4.0001,80,0
1.9473,1.9364,2.0415,2.0001,80,0
3.9473,1.9364,-0.95852,4.0001,80,1
-2.0527,-4.0636,-3.9585,-1.9999,80,0
-3.0527,2.9364,3.0415,-2.9999,80,1
-3.0527,2.9364,3.0415,-2.9999,80,1
-3.0527,2.9364,3.0415,-2.9999,80,1
0.94733,-2.0636,1.0415,1.0001,80,1
3.9473,2.9364,1.0415,4.0001,81,0
-4.0527,-4.0636,-3.9585,-3.9999,81,0
0.94733,0.93642,1.0415,1.0001,81,1
-3.0527,2.9364,-2.9585,-2.9999,81,1
2.9473,-3.0636,3.0415,3.0001,81,0
2.9473,4.9364,3.0415,3.0001,81,1
2.9473,2.9364,-3.9585,3.0001,81,1
-3.0527,2.9364,3.0415,3.0001,81,0
